sensor_id,timestamp,location,temperature,humidity,pressure,battery_pct,alert_flag
SENS015759,2024-10-15 21:23:20,Zone-C,-3.11,64.26,978.39,24.94,0
SENS015760,2023-01-23 17:59:19,Warehouse-1,15.28,11.01,1040.24,45.93,0
SENS015761,2023-09-03 16:22:31,Field-South,-9.55,76.81,957.01,68.51,0
SENS015762,2024-01-01 11:55:41,Zone-B,55.8,71.32,1033.29,22.23,0
SENS015763,2024-11-11 00:26:53,Zone-C,10.08,36.26,986.03,62.5,0
SENS015764,2023-07-18 00:00:29,Zone-A,22.71,42.15,957.55,88.43,0
SENS015765,2024-10-10 21:15:33,Field-North,59.05,59.8,961.14,22.31,0
SENS015766,2023-11-15 20:33:36,Warehouse-2,55.41,75.38,1032.0,39.29,0
SENS015767,2023-09-19 09:16:24,Field-South,2.63,27.35,961.04,66.86,0
SENS015768,2024-05-21 15:08:06,Zone-D,43.08,42.61,955.41,33.59,0
SENS015769,2023-10-04 19:13:33,Zone-A,48.86,50.68,979.59,53.81,0
SENS015770,2023-06-05 08:52:46,Zone-D,33.23,12.23,1016.33,65.19,0
SENS015771,2023-10-02 21:00:30,Zone-E,74.78,18.77,1018.85,69.28,0
SENS015772,2023-12-10 23:07:57,Field-North,41.0,75.17,976.33,22.52,0
SENS015773,2024-01-14 22:14:54,Zone-E,86.89,85.59,1046.31,89.89,1
SENS015774,2024-06-12 08:25:32,Zone-D,8.31,10.05,1021.7,14.63,0
SENS015775,2024-08-03 19:29:02,Zone-D,60.24,73.58,1023.41,37.87,0
SENS015776,2023-03-23 10:05:39,Warehouse-1,2.19,26.74,1028.2,84.36,0
SENS015777,2023-10-20 00:29:29,Remote-01,55.41,90.7,1016.82,70.69,1
SENS015778,2023-12-02 10:43:32,Zone-B,-5.21,89.45,951.04,63.97,0
SENS015779,2024-07-01 00:21:06,Remote-01,27.78,53.31,1047.0,80.85,0
SENS015780,2024-06-07 11:29:32,Warehouse-1,-8.35,70.07,1003.53,34.29,0
SENS015781,2023-03-10 16:59:24,Zone-B,63.88,43.69,1032.86,83.15,0
SENS015782,2023-10-02 16:56:42,Zone-E,46.79,60.51,996.59,39.09,0
SENS015783,2024-05-20 13:53:26,Zone-E,10.67,89.27,1027.04,79.58,0
SENS015784,2024-10-25 10:10:07,Remote-01,42.83,30.75,972.5,26.75,0
SENS015785,2023-04-29 16:59:17,Field-South,-6.2,19.29,1044.45,45.65,0
SENS015786,2024-06-22 13:28:19,Zone-E,-7.59,55.01,972.5,54.65,0
SENS015787,2024-09-23 10:58:01,Zone-D,21.0,93.85,964.08,98.29,1
SENS015788,2023-05-25 03:27:33,Warehouse-1,42.26,30.23,1010.09,79.01,0
SENS015789,2024-05-24 01:06:10,Field-North,39.82,78.39,965.32,92.24,0
SENS015790,2024-11-24 19:10:57,Zone-E,61.38,38.6,966.41,63.69,0
SENS015791,2023-11-27 14:45:58,Field-South,-8.74,45.26,964.21,96.94,0
SENS015792,2024-08-01 10:50:24,Warehouse-1,-7.01,75.81,1029.9,69.22,0
SENS015793,2024-03-15 09:29:05,Warehouse-2,11.23,13.27,968.3,13.44,0
SENS015794,2024-11-06 01:11:05,Field-North,18.95,49.23,1039.61,86.75,0
SENS015795,2024-11-17 10:53:19,Zone-C,1.54,71.53,1044.39,32.95,0
SENS015796,2024-01-30 03:20:05,Warehouse-1,12.6,39.56,978.2,15.98,0
SENS015797,2024-07-08 16:52:18,Zone-A,24.13,42.52,1024.3,71.89,0
SENS015798,2024-11-17 21:42:50,Zone-E,31.82,45.11,965.17,18.49,0
SENS015799,2023-03-18 02:07:25,Zone-B,17.03,83.79,1038.02,27.09,0
SENS015800,2023-02-08 19:45:11,Remote-01,55.42,73.0,1023.72,19.83,0
SENS015801,2023-05-10 11:43:06,Field-South,75.66,17.63,964.23,54.82,0
SENS015802,2024-01-01 01:30:15,Remote-01,-19.5,73.05,1024.67,5.31,1
SENS015803,2023-04-21 04:28:14,Field-North,72.65,56.71,1049.75,81.89,0
SENS015804,2023-11-10 11:47:18,Zone-C,28.17,70.47,998.91,20.32,0
SENS015805,2023-07-26 22:41:45,Zone-B,49.86,18.51,1039.93,50.31,0
SENS015806,2023-07-31 11:41:22,Zone-C,-4.22,91.76,991.65,94.37,1
SENS015807,2023-06-27 04:53:04,Remote-01,59.53,42.1,1015.77,51.55,0
SENS015808,2023-01-28 08:14:59,Warehouse-2,52.85,21.48,1035.85,62.39,0
SENS015809,2024-01-18 08:46:37,Warehouse-2,59.6,63.27,960.42,98.37,0
SENS015810,2023-01-19 18:25:08,Field-North,46.11,79.31,977.99,10.65,0
SENS015811,2023-02-10 13:55:28,Zone-D,0.73,23.78,992.33,,0
SENS015812,2023-01-18 13:15:16,Zone-D,47.71,15.97,965.21,29.47,0
SENS015813,2023-12-07 18:54:35,Zone-A,1.46,83.96,1002.47,17.99,0
SENS015814,2023-11-20 07:13:49,Remote-01,7.97,63.59,1047.17,15.85,0
SENS015815,2024-12-13 03:21:37,Warehouse-2,15.16,25.75,989.58,21.85,0
SENS015816,2023-07-25 17:44:57,Warehouse-2,-5.95,65.83,1037.62,60.99,0
SENS015817,2024-03-22 17:36:40,Warehouse-1,51.68,41.93,980.82,33.6,0
SENS015818,2024-03-19 01:13:43,Zone-A,49.44,41.59,1018.8,29.83,0
SENS015819,2024-07-07 19:37:29,Remote-01,69.4,23.75,988.19,59.37,0
SENS015820,2023-04-30 00:32:27,Warehouse-1,59.98,90.32,1042.31,87.25,1
SENS015821,2023-09-15 09:52:48,Zone-E,58.16,90.3,991.76,33.18,1
SENS015822,2023-07-23 22:30:34,Zone-B,43.17,31.73,1025.62,75.78,0
SENS015823,2024-08-05 07:48:09,Warehouse-1,-6.42,60.38,1045.57,28.27,0
SENS015824,2023-10-17 11:53:00,Remote-01,41.77,71.76,956.73,46.82,0
SENS015825,2024-04-05 10:57:09,Warehouse-1,37.35,73.45,988.28,58.92,0
SENS015826,2023-07-25 16:03:44,Warehouse-1,69.82,21.15,1014.68,80.48,0
SENS015827,2024-08-28 12:03:27,Field-North,39.68,16.68,953.46,71.63,0
SENS015828,2024-01-31 22:36:55,Warehouse-2,54.76,12.57,994.28,87.78,0
SENS015829,2023-10-03 18:30:55,Zone-E,46.29,66.9,993.18,11.36,0
SENS015830,2024-05-25 07:48:28,Warehouse-1,0.73,57.69,997.81,74.76,0
SENS015831,2024-06-16 06:07:54,Zone-E,17.92,28.97,1042.1,39.1,0
SENS015832,2023-04-03 11:08:07,Remote-01,24.94,68.12,1012.41,70.45,0
SENS015833,2024-02-04 12:48:33,Field-North,68.37,79.05,953.01,75.57,0
SENS015834,2023-12-13 22:01:44,Field-North,14.03,70.65,1035.04,49.94,0
SENS015835,2024-09-15 07:41:36,Warehouse-2,71.17,70.05,1000.07,92.61,0
SENS015836,2023-08-29 12:49:42,Field-North,58.48,41.03,1029.79,52.33,0
SENS015837,2024-02-23 10:37:29,Field-North,52.51,30.38,1041.71,44.6,0
SENS015838,2023-06-30 10:44:28,Field-South,46.07,24.74,992.69,81.37,0
SENS015839,2024-10-28 09:44:42,Zone-C,68.44,29.61,977.32,33.43,0
SENS015840,2023-05-19 07:58:28,Field-North,42.01,36.13,1030.65,12.72,0
SENS015841,2023-04-26 02:19:33,Zone-B,-5.38,41.18,972.25,54.88,0
SENS015842,2023-02-06 00:49:41,Warehouse-2,31.92,35.29,1005.77,76.14,0
SENS015843,2023-11-10 16:13:35,Zone-A,79.76,86.87,982.51,70.4,0
SENS015844,2024-03-01 14:31:14,Warehouse-1,1.71,77.36,980.35,97.49,0
SENS015845,2023-05-11 14:46:39,Zone-B,42.4,16.87,1000.08,11.62,0
SENS015846,2024-04-14 14:08:44,Warehouse-1,23.39,11.65,1018.24,69.1,0
SENS015847,2023-01-30 18:43:09,Zone-A,60.86,74.19,976.23,11.34,0
SENS015848,2023-11-10 02:10:22,Field-North,60.41,28.5,986.12,9.24,1
SENS015849,2023-01-23 12:25:36,Warehouse-1,5.16,87.17,965.58,10.48,0
SENS015850,2024-08-26 07:10:52,Field-South,57.34,60.63,998.08,91.6,0
SENS015851,2023-02-15 08:18:26,Zone-A,38.93,29.48,955.08,73.74,0
SENS015852,2023-02-17 14:38:37,Zone-A,-1.01,30.13,1006.85,,0
SENS015853,2024-03-01 09:25:24,Zone-B,59.68,78.63,979.79,69.27,0
SENS015854,2024-06-08 08:57:35,Zone-C,10.49,86.07,968.87,99.21,0
SENS015855,2023-05-08 01:14:24,Field-North,73.77,89.49,976.71,18.72,0
SENS015856,2024-03-09 22:46:32,Field-North,54.52,66.25,997.51,51.97,0
SENS015857,2023-06-11 21:34:26,Zone-C,20.67,29.43,965.11,66.4,0
SENS015858,2024-02-27 23:53:18,Field-South,19.62,55.62,1020.74,57.19,0
SENS015859,2023-03-04 11:20:37,Zone-B,78.12,19.34,952.79,88.79,0
SENS015860,2023-12-12 07:55:12,Zone-C,79.81,80.95,960.14,58.15,0
SENS015861,2023-04-19 10:54:16,Zone-D,15.06,18.85,1004.64,31.97,0
SENS015862,2023-11-25 17:33:08,Warehouse-1,66.13,13.61,998.75,47.35,0
SENS015863,2023-11-24 03:55:58,Field-North,70.25,85.63,988.11,88.8,0
SENS015864,2023-06-19 03:37:30,Zone-A,56.76,34.14,959.32,68.92,0
SENS015865,2024-06-15 05:49:46,Warehouse-1,64.87,13.14,983.3,26.43,0
SENS015866,2023-08-26 19:29:27,Zone-C,4.92,12.07,974.85,52.44,0
SENS015867,2023-06-25 16:00:48,Warehouse-2,-7.76,84.99,955.67,14.14,0
SENS015868,2023-11-14 07:58:45,Zone-D,30.67,33.26,1000.32,35.58,0
SENS015869,2023-07-08 02:41:33,Zone-C,89.52,72.55,1020.39,78.52,1
SENS015870,2023-09-14 10:22:36,Zone-A,30.14,12.35,977.2,10.24,0
SENS015871,2024-02-03 02:32:46,Field-South,-9.14,85.97,950.14,27.76,0
SENS015872,2024-03-30 03:28:48,Zone-A,26.79,60.25,969.49,40.09,0
SENS015873,2023-05-20 02:13:38,Warehouse-2,37.83,28.98,1028.75,62.15,0
SENS015874,2023-08-24 14:34:17,Zone-C,-0.04,45.91,952.66,62.59,0
SENS015875,2023-09-07 00:31:05,Zone-B,45.31,24.94,976.45,23.84,0
SENS015876,2023-11-10 19:36:40,Warehouse-1,28.95,62.49,1029.83,10.9,0
SENS015877,2024-04-09 14:13:10,Field-South,28.54,73.65,1020.4,38.79,0
SENS015878,2024-05-23 00:37:46,Zone-A,62.64,43.25,1040.36,63.43,0
SENS015879,2023-03-18 08:31:38,Field-North,61.04,88.26,961.14,61.02,0
SENS015880,2023-06-07 15:32:48,Zone-D,44.69,34.22,1043.22,40.07,0
SENS015881,2024-08-06 06:15:46,Zone-B,32.67,27.33,1014.78,57.55,0
SENS015882,2023-04-16 21:07:42,Zone-C,60.02,34.27,984.72,34.71,0
SENS015883,2024-05-06 07:08:46,Field-South,6.43,66.73,1015.46,57.42,0
SENS015884,2024-11-15 03:30:11,Zone-D,77.85,51.61,1047.39,77.86,0
SENS015885,2023-01-07 04:09:22,Zone-B,20.18,46.48,953.6,81.18,0
SENS015886,2023-07-06 04:28:55,Zone-D,33.03,16.0,962.84,87.06,0
SENS015887,2023-10-31 23:29:52,Warehouse-1,22.86,13.55,1024.96,81.01,0
SENS015888,2023-12-31 11:54:38,Zone-C,16.26,58.41,999.32,83.77,0
SENS015889,2024-09-28 04:11:38,Field-North,60.36,54.04,1049.1,88.49,0
SENS015890,2023-07-19 08:57:25,Zone-E,1.73,18.38,957.55,30.77,0
SENS015891,2023-08-09 05:20:24,Field-North,58.68,73.67,1014.92,42.41,0
SENS015892,2023-08-24 16:24:34,Zone-E,73.43,93.9,1030.53,,1
SENS015893,2024-01-23 19:50:17,Warehouse-1,79.0,31.07,1026.28,37.87,0
SENS015894,2023-10-11 15:32:58,Zone-E,7.72,59.28,1036.16,33.83,0
SENS015895,2023-05-08 17:56:34,Remote-01,0.96,57.04,1000.21,19.86,0
SENS015896,2023-01-25 15:06:46,Warehouse-2,38.12,36.53,965.76,15.44,0
SENS015897,2023-06-25 20:47:23,Zone-A,59.51,46.65,1003.62,75.6,0
SENS015898,2024-01-11 00:07:28,Zone-C,35.88,48.45,983.64,96.99,0
SENS015899,2024-07-16 21:58:57,Zone-D,66.42,64.27,1018.13,98.81,0
SENS015900,2024-01-05 08:12:49,Zone-A,28.72,18.28,1035.56,35.65,0
SENS015901,2023-09-20 04:17:12,Zone-D,28.65,16.67,1020.76,24.57,0
SENS015902,2024-03-27 22:59:26,Field-North,36.8,51.64,963.74,41.3,0
SENS015903,2023-07-10 22:28:20,Zone-E,3.6,30.97,1006.47,28.18,0
SENS015904,2023-05-12 11:53:30,Zone-B,-6.37,10.26,984.43,36.91,0
SENS015905,2024-09-27 13:26:56,Remote-01,11.64,16.69,991.59,45.72,0
SENS015906,2024-08-29 15:11:58,Zone-D,52.33,62.98,966.35,97.37,0
SENS015907,2023-12-07 18:31:17,Warehouse-2,75.02,81.98,1020.22,5.66,1
SENS015908,2023-09-25 04:12:43,Field-South,64.46,36.48,982.86,22.4,0
SENS015909,2024-02-19 17:37:00,Zone-C,21.54,14.79,1046.18,57.74,0
SENS015910,2024-06-02 20:38:40,Zone-D,41.47,46.19,984.9,12.25,0
SENS015911,2023-01-06 06:44:23,Zone-A,66.02,41.47,1040.84,72.2,0
SENS015912,2024-09-20 18:22:20,Zone-A,65.54,61.37,979.22,35.81,0
SENS015913,2023-08-30 06:53:13,Remote-01,30.97,53.85,1037.33,79.82,0
SENS015914,2024-04-02 16:09:49,Zone-B,-0.57,47.42,974.97,52.35,0
SENS015915,2024-04-29 04:40:36,Warehouse-2,18.96,63.91,954.11,42.25,0
SENS015916,2023-06-15 22:50:35,Zone-E,-2.58,81.38,976.87,33.37,0
SENS015917,2024-03-28 09:16:04,Warehouse-2,44.73,92.01,1035.5,80.62,1
SENS015918,2023-04-24 13:48:16,Warehouse-2,8.09,70.06,1012.56,5.7,1
SENS015919,2023-11-27 12:48:47,Zone-C,53.57,69.89,993.53,6.49,1
SENS015920,2024-07-13 00:59:20,Field-South,75.09,38.42,1002.3,21.18,0
SENS015921,2023-02-20 09:25:57,Zone-B,73.67,90.93,980.98,84.05,1
SENS015922,2024-11-27 08:24:31,Remote-01,55.37,35.24,967.23,31.11,0
SENS015923,2024-12-11 20:45:44,Field-South,38.58,60.56,956.88,68.78,0
SENS015924,2023-06-04 21:34:52,Zone-A,62.1,24.65,1037.56,18.54,0
SENS015925,2023-02-15 09:07:20,Zone-C,-3.77,63.86,951.27,40.0,0
SENS015926,2023-09-06 22:18:12,Zone-C,70.69,23.83,986.19,24.28,0
SENS015927,2023-07-29 08:25:22,Field-South,20.3,64.18,1012.84,85.54,0
SENS015928,2023-02-08 00:07:41,Warehouse-1,17.17,31.63,985.74,10.76,0
SENS015929,2024-02-27 02:48:12,Zone-A,-15.16,57.73,956.03,82.54,1
SENS015930,2023-12-18 02:58:05,Zone-E,32.17,89.86,1010.4,82.69,0
SENS015931,2024-02-06 23:04:47,Zone-B,12.42,56.93,964.89,69.83,0
SENS015932,2023-12-25 05:19:51,Field-South,57.19,13.99,1048.41,11.8,0
SENS015933,2023-03-01 02:01:44,Remote-01,58.23,35.04,957.18,32.25,0
SENS015934,2023-10-15 10:52:03,Field-North,70.8,43.52,1025.3,41.85,0
SENS015935,2024-11-24 21:56:05,Field-South,38.49,20.1,993.45,94.99,0
SENS015936,2024-08-24 20:39:27,Warehouse-1,-19.49,31.36,973.21,27.33,1
SENS015937,2023-02-28 03:37:54,Field-South,62.73,37.68,976.13,53.49,0
SENS015938,2023-03-26 02:39:27,Zone-C,28.86,21.2,960.19,52.65,0
SENS015939,2024-02-09 18:54:10,Remote-01,65.49,76.52,1010.28,67.68,0
SENS015940,2024-11-06 01:35:35,Zone-E,111.91,25.11,982.28,56.28,1
SENS015941,2024-10-24 00:10:03,Warehouse-1,39.5,33.96,1032.13,80.37,0
SENS015942,2023-07-07 14:25:36,Zone-E,60.86,35.67,972.55,86.96,0
SENS015943,2024-03-25 19:45:17,Warehouse-1,78.12,27.71,1027.0,85.15,0
SENS015944,2023-05-21 15:34:12,Zone-A,33.42,56.28,964.66,5.69,1
SENS015945,2024-03-22 21:13:02,Zone-A,51.21,94.94,1044.0,43.11,1
SENS015946,2023-12-01 01:14:51,Zone-E,69.1,66.88,1040.36,22.91,0
SENS015947,2023-12-30 08:33:59,Zone-A,9.72,90.42,1043.68,33.15,1
SENS015948,2024-12-31 02:48:42,Remote-01,40.18,11.42,1009.14,22.21,0
SENS015949,2023-09-26 13:49:46,Zone-A,39.04,23.56,1013.12,37.72,0
SENS015950,2024-06-20 14:19:40,Warehouse-2,69.01,44.02,1049.46,82.8,0
SENS015951,2024-09-22 02:45:10,Field-North,22.38,30.63,1037.25,51.02,0
SENS015952,2023-11-20 16:31:03,Zone-A,27.42,28.92,993.23,22.93,0
SENS015953,2023-06-25 23:17:09,Zone-E,40.65,28.08,1002.96,53.34,0
SENS015954,2023-06-19 00:59:13,Zone-E,74.73,65.96,1004.1,49.58,0
SENS015955,2023-03-25 01:41:58,Zone-D,32.87,73.62,1019.59,66.27,0
SENS015956,2023-08-16 18:21:18,Zone-B,108.44,20.9,972.47,85.02,1
SENS015957,2024-12-03 14:11:39,Remote-01,73.84,73.12,1035.63,57.53,0
SENS015958,2024-02-21 10:19:43,Field-South,70.71,28.53,998.84,31.52,0
SENS015959,2023-06-21 10:12:09,Field-North,41.29,83.38,1039.73,28.74,0
SENS015960,2024-12-01 17:33:02,Warehouse-2,79.58,91.5,989.32,39.63,1
SENS015961,2023-03-05 12:36:07,Zone-A,55.2,19.39,1003.17,60.62,0
SENS015962,2023-06-23 05:26:36,Field-South,76.17,81.49,989.53,33.9,0
SENS015963,2024-08-19 01:44:40,Field-North,37.23,46.77,1038.81,18.47,0
SENS015964,2024-08-17 19:58:56,Zone-C,16.39,93.33,1027.77,29.98,1
SENS015965,2024-12-22 09:04:14,Field-North,-7.97,85.8,981.87,84.85,0
SENS015966,2024-09-02 08:00:00,Zone-B,-5.56,43.92,963.97,22.63,0
SENS015967,2023-08-10 04:42:29,Warehouse-1,51.85,51.82,1043.73,30.51,0
SENS015968,2023-11-11 17:41:02,Zone-B,50.41,81.56,1047.49,89.37,0
SENS015969,2024-02-18 09:11:08,Zone-B,38.08,61.42,952.21,9.59,1
SENS015970,2024-08-21 11:10:51,Remote-01,75.22,14.24,1013.37,44.62,0
SENS015971,2023-12-22 21:13:42,Zone-C,27.33,67.61,1001.3,9.88,1
SENS015972,2024-05-01 19:54:18,Zone-C,42.53,80.43,976.21,50.1,0
SENS015973,2024-10-27 10:41:44,Warehouse-2,27.39,39.76,958.34,86.62,0
SENS015974,2024-10-11 05:27:00,Remote-01,19.57,18.54,1035.72,84.25,0
SENS015975,2024-05-15 05:36:57,Warehouse-1,5.9,44.59,1010.87,66.24,0
SENS015976,2023-09-06 06:40:59,Warehouse-1,54.99,18.03,1042.36,56.86,0
SENS015977,2023-09-22 18:46:17,Warehouse-1,-4.74,94.92,997.03,57.08,1
SENS015978,2023-07-25 01:07:33,Field-South,39.47,23.91,1022.82,,0
SENS015979,2023-08-18 23:55:04,Warehouse-2,57.74,44.13,996.22,81.74,0
SENS015980,2024-11-16 18:22:40,Zone-A,60.1,57.98,955.95,41.22,0
SENS015981,2023-12-14 01:35:08,Warehouse-2,-3.82,50.17,1028.3,52.15,0
SENS015982,2024-07-30 16:56:26,Remote-01,49.97,16.05,1037.43,77.52,0
SENS015983,2024-08-09 07:56:11,Remote-01,75.91,15.1,1002.04,18.28,0
SENS015984,2024-04-24 20:45:01,Field-North,17.41,51.2,952.73,79.91,0
SENS015985,2024-01-16 23:49:50,Zone-C,6.68,67.73,1007.45,26.44,0
SENS015986,2023-01-09 10:07:43,Field-North,-8.32,45.47,1044.0,48.46,0
SENS015987,2024-10-03 07:24:38,Zone-C,6.5,88.84,1038.5,80.27,0
SENS015988,2024-06-04 16:46:29,Zone-E,25.23,67.19,998.74,35.49,0
SENS015989,2024-09-28 11:08:38,Field-South,39.33,10.94,1031.21,43.48,0
SENS015990,2023-10-04 09:58:48,Field-South,66.16,57.81,970.99,27.86,0
SENS015991,2023-03-26 07:05:18,Zone-A,73.16,53.4,962.44,78.1,0
SENS015992,2024-01-29 09:10:01,Zone-D,-6.94,77.35,950.26,26.96,0
SENS015993,2023-11-11 16:15:49,Zone-A,77.66,40.34,1049.33,43.98,0
SENS015994,2024-12-25 08:51:20,Zone-E,28.21,52.28,965.04,65.54,0
SENS015995,2024-12-03 15:56:45,Zone-B,27.0,86.09,951.46,99.02,0
SENS015996,2024-02-13 11:22:07,Field-South,21.45,48.98,1028.51,80.33,0
SENS015997,2024-01-19 05:57:11,Zone-C,2.29,46.45,957.82,57.51,0
SENS015998,2024-10-24 13:18:43,Field-South,47.51,47.36,955.97,71.67,0
SENS015999,2023-11-13 12:18:31,Remote-01,6.5,63.19,1013.37,36.31,0
SENS016000,2024-07-25 22:23:34,Field-South,35.49,55.25,991.93,67.52,0
SENS016001,2024-11-03 04:06:12,Zone-E,39.94,52.85,1038.2,82.86,0
SENS016002,2023-05-26 12:51:59,Zone-D,-7.91,30.18,1005.35,66.98,0
SENS016003,2023-11-14 11:59:39,Zone-E,-8.54,92.32,1042.85,88.45,1
SENS016004,2024-02-24 01:04:01,Zone-C,8.77,81.88,1038.3,38.01,0
SENS016005,2023-03-15 03:22:22,Field-South,25.32,18.64,981.27,80.62,0
SENS016006,2023-11-14 10:15:23,Warehouse-1,4.59,34.61,989.54,80.31,0
SENS016007,2023-03-09 17:22:01,Zone-E,64.06,30.1,950.03,77.55,0
SENS016008,2023-06-02 22:09:14,Warehouse-1,58.05,13.64,977.1,61.66,0
SENS016009,2024-02-02 11:45:07,Warehouse-2,48.06,25.63,1021.41,79.57,0
SENS016010,2024-01-10 01:23:11,Warehouse-1,2.77,88.83,1042.65,58.26,0
SENS016011,2023-11-06 12:25:21,Zone-C,9.64,47.51,955.56,75.07,0
SENS016012,2023-06-18 13:36:51,Remote-01,10.09,67.07,1023.34,14.47,0
SENS016013,2023-11-19 18:06:41,Field-North,58.98,82.45,981.08,87.36,0
SENS016014,2023-12-08 07:50:50,Zone-E,23.72,64.51,956.02,85.65,0
SENS016015,2023-03-15 17:15:46,Warehouse-1,36.59,15.91,1001.19,29.4,0
SENS016016,2023-03-01 11:34:47,Remote-01,37.09,65.73,957.09,31.74,0
SENS016017,2023-01-27 09:45:58,Warehouse-1,33.05,81.27,1045.86,44.86,0
SENS016018,2024-12-31 20:43:14,Zone-E,6.03,17.41,957.57,15.12,0
SENS016019,2024-09-22 01:05:52,Field-North,1.22,36.84,1014.32,36.94,0
SENS016020,2023-08-06 10:22:47,Remote-01,12.67,42.59,991.12,30.33,0
SENS016021,2023-10-04 00:46:50,Warehouse-2,72.1,84.61,1038.02,36.03,0
SENS016022,2023-08-22 15:44:17,Zone-E,28.03,81.92,1042.52,46.21,0
SENS016023,2024-05-16 14:52:34,Zone-D,43.94,21.43,1012.78,24.08,0
SENS016024,2024-08-03 22:02:20,Zone-D,12.15,68.55,1043.89,11.18,0
SENS016025,2024-10-03 09:15:29,Warehouse-2,70.79,18.02,1016.84,93.99,0
SENS016026,2024-01-17 17:04:33,Zone-C,24.47,56.51,984.49,92.08,0
SENS016027,2023-08-04 12:23:34,Zone-B,49.51,90.26,973.18,16.2,1
SENS016028,2023-05-03 03:46:18,Zone-C,-5.89,39.54,1045.44,84.83,0
SENS016029,2023-07-05 02:49:53,Warehouse-2,-15.49,84.33,968.45,71.4,1
SENS016030,2024-03-28 07:34:02,Remote-01,30.63,86.58,1004.46,96.57,0
SENS016031,2024-11-08 08:40:00,Zone-B,109.37,18.52,1008.25,53.67,1
SENS016032,2023-06-01 01:04:38,Zone-C,61.9,89.08,994.02,12.28,0
SENS016033,2023-04-23 20:03:30,Zone-B,-0.81,54.16,1032.96,40.96,0
SENS016034,2024-04-05 23:37:59,Zone-E,51.66,36.01,996.31,59.48,0
SENS016035,2023-04-28 19:18:49,Remote-01,4.7,25.49,1020.4,12.11,0
SENS016036,2023-07-26 23:11:58,Warehouse-1,-9.0,90.24,1016.6,64.7,1
SENS016037,2023-04-28 01:08:28,Warehouse-2,3.63,73.98,951.31,96.01,0
SENS016038,2023-07-20 02:17:22,Remote-01,16.14,12.74,1022.2,36.47,0
SENS016039,2023-05-26 07:39:42,Zone-D,-7.74,56.42,1046.38,70.74,0
SENS016040,2023-01-04 17:34:21,Remote-01,45.0,13.84,955.28,52.9,0
SENS016041,2023-10-31 00:05:54,Zone-D,1.52,65.31,966.6,56.17,0
SENS016042,2024-08-23 07:26:31,Zone-E,22.52,12.68,1012.98,6.92,1
SENS016043,2023-10-04 20:00:21,Zone-B,55.03,58.37,1009.64,27.72,0
SENS016044,2024-07-14 16:55:45,Field-South,35.81,66.51,1017.64,84.04,0
SENS016045,2023-01-11 10:59:45,Warehouse-2,43.95,22.53,1044.54,40.0,0
SENS016046,2023-12-12 21:44:39,Zone-B,60.27,26.77,1044.14,51.27,0
SENS016047,2024-11-17 23:58:28,Remote-01,50.75,58.49,1013.41,83.84,0
SENS016048,2023-06-26 12:47:02,Warehouse-2,37.39,11.85,1004.17,90.31,0
SENS016049,2023-02-24 00:26:34,Remote-01,65.52,31.96,990.05,42.83,0
SENS016050,2024-10-31 08:25:14,Zone-B,30.4,42.22,974.84,83.37,0
SENS016051,2023-02-07 17:20:53,Zone-A,23.52,49.15,1049.84,94.47,0
SENS016052,2024-03-17 20:11:20,Zone-D,35.53,29.82,981.94,65.17,0
SENS016053,2024-07-14 04:06:23,Zone-A,16.69,75.47,985.62,17.5,0
SENS016054,2024-06-17 14:06:53,Field-South,70.5,86.87,1022.72,76.0,0
SENS016055,2023-03-27 18:41:39,Zone-D,22.87,20.56,996.55,68.64,0
SENS016056,2024-06-07 11:57:17,Field-South,49.74,25.14,973.26,,0
SENS016057,2023-06-15 20:20:02,Warehouse-2,23.53,94.15,951.7,26.3,1
SENS016058,2023-02-03 09:07:55,Field-South,28.65,17.95,992.97,51.53,0
SENS016059,2023-09-14 09:06:46,Warehouse-2,52.88,82.91,1028.98,94.87,0
SENS016060,2024-11-19 09:46:25,Zone-D,63.55,64.34,983.0,87.06,0
SENS016061,2023-10-10 19:53:48,Warehouse-1,43.29,69.22,1015.05,21.07,0
SENS016062,2023-07-05 14:26:23,Remote-01,-9.19,27.11,955.05,19.76,0
SENS016063,2024-07-05 15:39:23,Zone-C,7.55,40.42,1000.83,34.4,0
SENS016064,2023-08-26 15:06:40,Zone-C,19.07,20.64,1045.08,64.5,0
SENS016065,2023-06-21 13:47:11,Zone-D,0.39,92.81,1000.44,99.09,1
SENS016066,2023-05-14 08:58:55,Zone-A,58.13,70.03,959.22,14.03,0
SENS016067,2024-01-10 18:57:53,Zone-E,-12.04,88.58,1012.75,29.84,1
SENS016068,2023-07-04 10:51:16,Zone-D,13.22,66.12,977.74,56.33,0
SENS016069,2023-08-18 07:30:43,Remote-01,69.92,42.46,1013.03,80.19,0
SENS016070,2023-03-22 23:24:20,Warehouse-1,58.25,38.97,1013.3,22.33,0
SENS016071,2023-08-19 13:49:28,Zone-B,22.34,80.85,1042.27,82.6,0
SENS016072,2024-06-08 10:53:10,Zone-B,27.95,29.54,1038.06,70.67,0
SENS016073,2023-08-03 02:25:29,Zone-A,64.53,16.34,1032.81,52.84,0
SENS016074,2023-12-26 09:27:33,Field-North,65.2,91.65,1037.7,46.1,1
SENS016075,2023-05-26 00:48:29,Warehouse-2,44.49,39.24,982.28,73.75,0
SENS016076,2024-09-27 12:56:22,Zone-B,46.08,92.81,1008.91,54.3,1
